agent_name,inventory,backlog,placed_order,weekly_cost
Distributor,276,7,0,269
Wholesaler,110,12,0,748
Retailer,112,0,121,54
Distributor,269,0,0,1229
Wholesaler,143,121,192,469
Retailer,54,0,88,39
Distributor,269,192,215,722
Wholesaler,29,88,129,295
Retailer,39,0,0,136
Distributor,77,129,177,390
Wholesaler,0,59,26,133
Retailer,136,0,0,140
Distributor,0,78,156,22
Wholesaler,133,0,0,210
Retailer,140,0,0,167
Distributor,22,0,0,122
Wholesaler,210,0,0,288
Retailer,167,0,0,140
Distributor,122,0,0,222
Wholesaler,288,0,0,288
Retailer,140,0,0,121
Distributor,222,0,0,322
Wholesaler,288,0,0,453
Retailer,121,0,33,94
Distributor,322,0,0,422
Wholesaler,288,33,0,535
Retailer,94,0,56,69
Distributor,422,0,0,470
Wholesaler,255,56,0,539
Retailer,69,0,68,67
Distributor,470,0,0,655
Wholesaler,199,68,37,276
Retailer,67,0,29,97
Distributor,470,37,0,568
Wholesaler,131,29,27,127
Retailer,97,0,5,130
Distributor,433,27,0,406
Wholesaler,102,5,0,159
Retailer,130,0,5,127
Distributor,406,0,0,406
Wholesaler,134,5,0,286
Retailer,127,0,26,103
Distributor,406,0,0,406
Wholesaler,156,26,0,250
Retailer,103,0,24,92
Distributor,406,0,0,496
Wholesaler,130,24,18,256
Retailer,92,0,30,94
Distributor,406,18,0,658
Wholesaler,106,30,54,146
Retailer,94,0,14,102
Distributor,388,54,0,504
Wholesaler,76,14,34,180
Retailer,102,0,20,106
Distributor,334,34,0,330
Wholesaler,80,20,6,244
Retailer,106,0,26,97
Distributor,300,6,0,314
Wholesaler,114,26,4,227
Retailer,97,0,21,98
Distributor,294,4,0,360
Wholesaler,122,21,14,327
Retailer,98,0,44,90
Distributor,290,14,0,661
Wholesaler,107,44,77,242
Retailer,90,0,35,88
Distributor,276,77,0,644
Wholesaler,67,35,89,206
Retailer,88,0,32,100
Distributor,199,89,79,315
Wholesaler,46,32,41,146
Retailer,100,0,11,112
Distributor,110,41,72,69
Wholesaler,91,11,0,169
Retailer,112,0,0,124
Distributor,69,0,0,148
Wholesaler,169,0,0,245
Retailer,124,0,7,114
Distributor,148,0,0,220
Wholesaler,210,7,0,433
Retailer,114,0,46,84
Distributor,220,0,0,220
Wholesaler,203,46,0,462
Retailer,84,0,61,65
Distributor,220,0,0,545
Wholesaler,157,61,65,211
Retailer,65,0,23,94
Distributor,220,65,10,405
Wholesaler,96,23,50,73
Retailer,94,0,0,137
Distributor,155,50,45,105
Wholesaler,73,0,0,138
Retailer,137,0,0,140
Distributor,105,0,0,115
Wholesaler,138,0,0,218
Retailer,140,0,6,117
Distributor,115,0,0,160
Wholesaler,188,6,0,287
Retailer,117,0,21,98
Distributor,160,0,0,160
Wholesaler,182,21,0,411
Retailer,98,0,50,77
Distributor,160,0,0,355
Wholesaler,161,50,39,331
Retailer,77,0,44,77
Distributor,160,39,18,506
Wholesaler,111,44,77,222
Retailer,77,0,31,98
Distributor,121,77,133,324
Wholesaler,67,31,56,145
Retailer,98,0,14,114
Distributor,44,56,150,6
Wholesaler,75,14,0,138
Retailer,114,0,0,128
Distributor,6,0,0,106
Wholesaler,138,0,0,314
Retailer,128,0,24,109
Distributor,106,0,0,206
Wholesaler,194,24,0,315
Retailer,109,0,29,90
Distributor,206,0,0,289
Wholesaler,170,29,0,351
Retailer,90,0,42,86
Distributor,289,0,0,504
Wholesaler,141,42,43,334
Retailer,86,0,47,84
Distributor,289,43,0,721
Wholesaler,99,47,95,222
Retailer,84,0,34,96
Distributor,246,95,44,516
Wholesaler,52,34,73,96
Retailer,96,0,7,118
Distributor,151,73,95,78
Wholesaler,61,7,0,199
Retailer,118,0,10,121
Distributor,78,0,0,122
Wholesaler,149,10,0,352
Retailer,121,0,28,100
Distributor,122,0,0,217
Wholesaler,212,28,0,464
Retailer,100,0,56,77
Distributor,217,0,0,357
Wholesaler,184,56,28,303
Retailer,77,0,35,85
Distributor,217,28,0,399
Wholesaler,128,35,42,93
Retailer,85,0,0,123
Distributor,189,42,0,147
Wholesaler,93,0,0,121
Retailer,123,0,0,138
Distributor,147,0,0,147
Wholesaler,121,0,0,163
Retailer,138,0,0,121
Distributor,147,0,0,147
Wholesaler,163,0,0,388
Retailer,121,0,45,88
Distributor,147,0,0,282
Wholesaler,163,45,27,508
Retailer,88,0,78,55
Distributor,147,27,7,810
Wholesaler,118,78,138,270
Retailer,55,0,46,77
Distributor,120,138,220,715
Wholesaler,40,46,125,66
Retailer,77,0,9,123
Distributor,0,143,107,680
Wholesaler,21,9,0,132
Retailer,123,0,0,140
Distributor,0,136,200,180
Wholesaler,132,0,0,139
Retailer,140,0,0,132
Distributor,0,36,72,64
Wholesaler,139,0,0,379
Retailer,132,0,28,102
Distributor,64,0,0,164
Wholesaler,239,28,0,587
Retailer,102,0,68,67
Distributor,164,0,0,264
Wholesaler,247,68,0,514
Retailer,67,0,67,64
Distributor,264,0,0,639
Wholesaler,179,67,55,262
Retailer,64,0,30,101
Distributor,100,0,0,100
Wholesaler,100,0,0,360
Retailer,100,0,52,74
Distributor,100,0,0,620
Wholesaler,100,52,104,388
Retailer,74,0,68,53
Distributor,100,104,200,760
Wholesaler,48,68,148,275
Retailer,53,0,35,85
Distributor,0,152,100,1310
Wholesaler,0,55,110,80
Retailer,85,0,7,113
Distributor,0,262,200,1155
Wholesaler,45,7,69,38
Retailer,113,0,0,145
Distributor,0,231,200,655
Wholesaler,38,0,0,138
Retailer,145,0,0,136
Distributor,0,131,200,155
Wholesaler,138,0,0,398
Retailer,136,0,32,102
Distributor,0,31,62,69
Wholesaler,238,32,0,476
Retailer,102,0,34,84
Distributor,69,0,0,169
Wholesaler,306,34,0,533
Retailer,84,0,46,85
Distributor,169,0,0,269
Wholesaler,303,46,0,442
Retailer,85,0,37,91
Distributor,269,0,0,369
Wholesaler,257,37,0,255
Retailer,91,0,7,115
Distributor,369,0,0,469
Wholesaler,220,7,0,213
Retailer,115,0,0,130
Distributor,469,0,0,569
Wholesaler,213,0,0,268
Retailer,130,0,11,113
Distributor,569,0,0,631
Wholesaler,213,11,0,897
Retailer,113,0,139,37
Distributor,631,0,0,1511
Wholesaler,202,139,176,663
Retailer,37,0,120,14
Distributor,631,176,0,1270
Wholesaler,63,120,163,285
Retailer,14,0,0,137
Distributor,455,163,0,482
Wholesaler,0,57,38,119
Retailer,137,0,0,178
Distributor,292,38,0,254
Wholesaler,119,0,0,282
Retailer,178,0,0,202
Distributor,254,0,0,254
Wholesaler,282,0,0,320
Retailer,202,0,0,172
Distributor,254,0,0,254
Wholesaler,320,0,0,320
Retailer,172,0,0,157
Distributor,254,0,0,254
Wholesaler,320,0,0,320
Retailer,157,0,0,131
Distributor,254,0,0,254
Wholesaler,320,0,0,325
Retailer,131,0,1,115
Distributor,254,0,0,254
Wholesaler,320,1,0,564
Retailer,115,0,49,83
Distributor,254,0,0,254
Wholesaler,319,49,0,680
Retailer,83,0,82,51
Distributor,254,0,0,254
Wholesaler,270,82,0,468
Retailer,51,0,56,72
Distributor,254,0,0,374
Wholesaler,188,56,24,132
Retailer,72,0,0,138
Distributor,254,24,0,230
Wholesaler,132,0,0,132
Retailer,138,0,0,167
Distributor,230,0,0,230
Wholesaler,132,0,0,156
Retailer,167,0,0,147
Distributor,230,0,0,230
Wholesaler,156,0,0,156
Retailer,147,0,0,130
Distributor,230,0,0,230
Wholesaler,156,0,0,166
Retailer,130,0,2,114
Distributor,230,0,0,230
Wholesaler,156,2,0,284
Retailer,114,0,26,94
Distributor,230,0,0,230
Wholesaler,154,26,0,308
Retailer,94,0,36,80
Distributor,230,0,0,450
Wholesaler,128,36,44,282
Retailer,80,0,38,84
Distributor,230,44,0,606
Wholesaler,92,38,84,104
Retailer,84,0,10,105
Distributor,186,84,82,212
Wholesaler,54,10,22,183
Retailer,105,0,19,112
Distributor,102,22,42,80
Wholesaler,88,19,0,233
Retailer,112,0,16,103
Distributor,80,0,0,162
Wholesaler,153,16,0,319
Retailer,103,0,32,95
Distributor,162,0,0,229
Wholesaler,159,32,5,612
Retailer,95,0,97,57
Distributor,204,5,0,1034
Wholesaler,127,97,167,435
Retailer,57,0,81,54
Distributor,199,167,235,707
Wholesaler,30,81,135,295
Retailer,54,0,13,119
Distributor,32,135,132,770
Wholesaler,0,59,51,108
Retailer,119,0,0,138
Distributor,0,154,200,270
Wholesaler,108,0,0,140
Retailer,138,0,0,176
Distributor,0,54,108,46
Wholesaler,140,0,0,240
Retailer,176,0,0,158
Distributor,46,0,0,146
Wholesaler,240,0,0,784
Retailer,158,0,98,80
Distributor,146,0,0,256
Wholesaler,294,98,2,446
Retailer,80,0,50,65
Distributor,246,2,0,364
Wholesaler,196,50,4,146
Retailer,65,0,0,139
Distributor,344,4,0,440
Wholesaler,146,0,0,148
Retailer,139,0,0,158
Distributor,440,0,0,515
Wholesaler,148,0,0,212
Retailer,158,0,12,123
Distributor,515,0,0,515
Wholesaler,152,12,0,275
Retailer,123,0,27,98
Distributor,515,0,0,585
Wholesaler,140,27,14,343
Retailer,98,0,46,82
Distributor,515,14,0,896
Wholesaler,113,46,79,362
Retailer,82,0,59,75
Distributor,501,79,0,1107
Wholesaler,67,59,137,107
Retailer,75,0,17,102
Distributor,422,137,0,450
Wholesaler,22,17,33,529
Retailer,102,0,89,86
Distributor,285,33,0,537
Wholesaler,84,89,57,297
Retailer,86,0,33,85
Distributor,252,57,0,200
Wholesaler,132,33,1,132
Retailer,85,0,0,139
Distributor,195,1,0,194
Wholesaler,132,0,0,189
Retailer,139,0,0,150
Distributor,194,0,0,194
Wholesaler,189,0,0,210
Retailer,150,0,4,123
Distributor,194,0,0,194
Wholesaler,190,4,0,301
Retailer,123,0,23,100
Distributor,194,0,0,194
Wholesaler,186,23,0,293
Retailer,100,0,26,89
Distributor,194,0,0,194
Wholesaler,163,26,0,307
Retailer,89,0,34,89
Distributor,194,0,0,349
Wholesaler,137,34,31,178
Retailer,89,0,15,100
Distributor,194,31,0,298
Wholesaler,103,15,27,268
Retailer,100,0,36,99
Distributor,163,27,0,401
Wholesaler,88,36,53,283
Retailer,99,0,40,87
Distributor,136,53,70,433
Wholesaler,83,40,70,215
Retailer,87,0,29,97
Distributor,83,70,157,188
Wholesaler,70,29,35,249
Retailer,97,0,31,103
Distributor,13,35,87,48
Wholesaler,94,31,0,323
Retailer,103,0,38,97
Distributor,48,0,0,188
Wholesaler,133,38,8,190
Retailer,97,0,12,108
Distributor,148,8,0,240
Wholesaler,130,12,0,118
Retailer,108,0,0,126
Distributor,240,0,0,284
Wholesaler,118,0,0,266
Retailer,126,0,28,105
Distributor,284,0,0,434
Wholesaler,126,28,30,303
Retailer,105,0,41,82
Distributor,284,30,0,674
Wholesaler,98,41,84,257
Retailer,82,0,40,85
Distributor,254,84,14,635
Wholesaler,57,40,93,127
Retailer,85,0,16,105
Distributor,170,93,116,82
Wholesaler,47,16,1,170
Retailer,105,0,11,117
Distributor,77,1,11,90
Wholesaler,115,11,0,282
Retailer,117,0,17,108
Distributor,90,0,0,190
Wholesaler,197,17,0,316
Retailer,108,0,27,96
Distributor,190,0,0,217
Wholesaler,181,27,0,359
Retailer,96,0,41,86
Distributor,217,0,0,357
Wholesaler,154,41,28,318
Retailer,86,0,41,86
Distributor,217,28,0,534
Wholesaler,113,41,69,497
Retailer,86,0,85,71
Distributor,189,69,49,970
Wholesaler,72,85,170,285
Retailer,71,0,54,79
Distributor,120,170,220,870
Wholesaler,15,54,124,30
Retailer,79,0,0,140
Distributor,0,174,149,625
Wholesaler,30,0,0,150
Retailer,140,0,0,161
Distributor,0,125,200,125
Wholesaler,150,0,0,199
Retailer,161,0,0,141
Distributor,0,25,50,75
Wholesaler,199,0,0,334
Retailer,141,0,7,117
Distributor,75,0,0,175
Wholesaler,299,7,0,562
Retailer,117,0,49,84
Distributor,175,0,0,275
Wholesaler,317,49,0,473
Retailer,84,0,41,75
Distributor,275,0,0,375
Wholesaler,268,41,0,407
Retailer,75,0,36,94
Distributor,375,0,0,475
Wholesaler,227,36,0,191
Retailer,94,0,0,120
Distributor,475,0,0,494
Wholesaler,191,0,0,191
Retailer,120,0,0,141
Distributor,494,0,0,494
Wholesaler,191,0,0,336
Retailer,141,0,29,106
Distributor,494,0,0,494
Wholesaler,191,29,0,322
Retailer,106,0,32,87
Distributor,494,0,0,504
Wholesaler,162,32,2,340
Retailer,87,0,42,87
Distributor,494,2,0,762
Wholesaler,130,42,54,243
Retailer,87,0,31,94
Distributor,492,54,0,798
Wholesaler,88,31,72,169
Retailer,94,0,22,107
Distributor,438,72,0,521
Wholesaler,59,22,31,691
Retailer,107,0,120,59
Distributor,366,31,0,1220
Wholesaler,91,120,177,408
Retailer,59,0,73,54
Distributor,335,177,119,1018
Wholesaler,43,73,172,1
Retailer,54,0,0,151
Distributor,158,172,258,70
Wholesaler,1,0,0,178
Retailer,151,0,0,199
Distributor,0,14,28,86
Wholesaler,178,0,0,336
Retailer,199,0,0,178
Distributor,86,0,0,186
Wholesaler,336,0,0,630
Retailer,178,0,56,111
Distributor,186,0,0,286
Wholesaler,350,56,0,879
Retailer,111,0,117,47
Distributor,100,0,0,100
Wholesaler,100,0,0,370
Retailer,100,0,54,73
Distributor,100,0,0,640
Wholesaler,100,54,108,461
Retailer,73,0,83,45
Distributor,100,108,200,770
Wholesaler,46,83,146,500
Retailer,45,0,63,68
Distributor,0,154,100,1770
Wholesaler,0,100,200,150
Retailer,68,0,30,92
Distributor,0,354,200,1770
Wholesaler,0,30,100,150
Retailer,92,0,0,170
Distributor,0,354,200,1570
Wholesaler,0,30,60,70
Retailer,170,0,0,146
Distributor,0,314,200,1070
Wholesaler,70,0,0,170
Retailer,146,0,0,144
Distributor,0,214,200,570
Wholesaler,170,0,0,380
Retailer,144,0,22,111
Distributor,0,114,200,70
Wholesaler,270,22,0,553
Retailer,111,0,41,85
Distributor,0,14,28,86
Wholesaler,348,41,0,702
Retailer,85,0,59,74
Distributor,86,0,0,186
Wholesaler,407,59,0,537
Retailer,74,0,35,90
Distributor,186,0,0,286
Wholesaler,362,35,0,402
Retailer,90,0,15,117
Distributor,286,0,0,386
Wholesaler,327,15,0,312
Retailer,117,0,0,133
Distributor,386,0,0,486
Wholesaler,312,0,0,312
Retailer,133,0,0,125
Distributor,486,0,0,586
Wholesaler,312,0,0,457
Retailer,125,0,29,98
Distributor,586,0,0,686
Wholesaler,312,29,0,483
Retailer,98,0,40,79
Distributor,686,0,0,786
Wholesaler,283,40,0,533
Retailer,79,0,58,75
Distributor,786,0,0,814
Wholesaler,243,58,0,300
Retailer,75,0,23,96
Distributor,814,0,0,814
Wholesaler,185,23,0,162
Retailer,96,0,0,132
Distributor,814,0,0,814
Wholesaler,162,0,0,162
Retailer,132,0,0,136
Distributor,814,0,0,814
Wholesaler,162,0,0,552
Retailer,136,0,78,79
Distributor,814,0,0,1284
Wholesaler,162,78,94,349
Retailer,79,0,53,63
Distributor,814,94,0,1330
Wholesaler,84,53,122,136
Retailer,63,0,21,110
Distributor,720,122,0,683
Wholesaler,31,21,17,129
Retailer,110,0,5,129
Distributor,598,17,0,581
Wholesaler,104,5,0,221
Retailer,129,0,0,128
Distributor,581,0,0,581
Wholesaler,221,0,0,263
Retailer,128,0,5,114
Distributor,581,0,0,581
Wholesaler,238,5,0,313
Retailer,114,0,16,99
Distributor,581,0,0,581
Wholesaler,233,16,0,347
Retailer,99,0,26,89
Distributor,581,0,0,581
Wholesaler,217,26,0,326
Retailer,89,0,27,89
Distributor,581,0,0,581
Wholesaler,191,27,0,269
Retailer,89,0,21,97
Distributor,581,0,0,581
Wholesaler,164,21,0,233
Retailer,97,0,18,103
Distributor,581,0,0,581
Wholesaler,143,18,0,215
Retailer,103,0,18,103
Distributor,581,0,0,636
Wholesaler,125,18,11,152
Retailer,103,0,9,106
Distributor,581,11,0,625
Wholesaler,107,9,11,168
Retailer,106,0,14,105
Distributor,570,11,0,654
Wholesaler,98,14,19,255
Retailer,105,0,32,91
Distributor,559,19,0,830
Wholesaler,95,32,58,339
Retailer,91,0,53,76
Distributor,540,58,0,1047
Wholesaler,74,53,113,300
Retailer,76,0,52,78
Distributor,482,113,0,899
Wholesaler,40,52,106,221
Retailer,78,0,35,98
Distributor,369,106,0,318
Wholesaler,46,35,11,224
Retailer,98,0,20,115
Distributor,263,11,0,252
Wholesaler,124,20,0,730
Retailer,115,0,104,73
Distributor,252,0,0,687
Wholesaler,210,104,87,432
Retailer,73,0,63,65
Distributor,252,87,22,710
Wholesaler,117,63,109,54
Retailer,65,0,0,135
Distributor,165,109,153,56
Wholesaler,54,0,0,141
Retailer,135,0,0,163
Distributor,56,0,22,78
Wholesaler,141,0,0,275
Retailer,163,0,5,129
Distributor,78,0,0,178
Wholesaler,250,5,0,410
Retailer,129,0,33,98
Distributor,178,0,0,253
Wholesaler,245,33,0,527
Retailer,98,0,63,70
Distributor,253,0,0,323
Wholesaler,212,63,14,314
Retailer,70,0,33,85
Distributor,253,14,0,324
Wholesaler,149,33,17,186
Retailer,85,0,14,117
Distributor,239,17,0,222
Wholesaler,116,14,0,116
Retailer,117,0,0,125
Distributor,222,0,0,222
Wholesaler,116,0,0,268
Retailer,125,0,27,106
Distributor,222,0,0,327
Wholesaler,133,27,21,226
Retailer,106,0,24,91
Distributor,222,21,0,411
Wholesaler,106,24,42,192
Retailer,91,0,22,98
Distributor,201,42,0,364
Wholesaler,82,22,41,271
Retailer,98,0,38,92
Distributor,159,41,23,383
Wholesaler,81,38,53,215
Retailer,92,0,26,94
Distributor,118,53,88,195
Wholesaler,85,26,26,100
Retailer,94,0,0,117
Distributor,65,26,64,62
Wholesaler,100,0,0,153
Retailer,117,0,0,125
Distributor,62,0,0,150
Wholesaler,153,0,0,234
Retailer,125,0,11,107
Distributor,150,0,0,214
Wholesaler,179,11,0,433
Retailer,107,0,53,77
Distributor,214,0,0,404
Wholesaler,168,53,38,455
Retailer,77,0,68,60
Distributor,214,38,0,781
Wholesaler,115,68,121,302
Retailer,60,0,51,81
Distributor,176,121,166,640
Wholesaler,47,51,117,99
Retailer,81,0,13,118
Distributor,55,117,155,310
Wholesaler,34,13,0,142
Retailer,118,0,0,138
Distributor,0,62,124,38
Wholesaler,142,0,0,197
Retailer,138,0,0,134
Distributor,38,0,0,138
Wholesaler,197,0,0,289
Retailer,134,0,6,114
Distributor,138,0,0,238
Wholesaler,259,6,0,383
Retailer,114,0,26,94
Distributor,238,0,0,338
Wholesaler,253,26,0,577
Retailer,94,0,70,65
Distributor,338,0,0,448
Wholesaler,227,70,13,392
Retailer,65,0,47,72
Distributor,383,13,0,555
Wholesaler,157,47,37,110
Retailer,72,0,0,124
Distributor,370,37,0,333
Wholesaler,110,0,0,123
Retailer,124,0,0,146
Distributor,333,0,0,333
Wholesaler,123,0,0,160
Retailer,146,0,0,129
Distributor,333,0,0,333
Wholesaler,160,0,0,285
Retailer,129,0,25,102
Distributor,333,0,0,333
Wholesaler,160,25,0,455
Retailer,102,0,64,69
Distributor,333,0,0,798
Wholesaler,135,64,93,451
Retailer,69,0,76,59
Distributor,333,93,0,1095
Wholesaler,71,76,171,140
Retailer,59,0,23,100
Distributor,240,171,202,384
Wholesaler,0,28,63,65
Retailer,100,0,0,143
Distributor,69,63,157,6
Wholesaler,65,0,0,236
Retailer,143,0,0,151
Distributor,6,0,0,106
Wholesaler,236,0,0,299
Retailer,151,0,0,126
Distributor,106,0,0,206
Wholesaler,299,0,0,459
Retailer,126,0,32,97
Distributor,206,0,0,306
Wholesaler,299,32,0,632
Retailer,97,0,73,62
Distributor,306,0,0,365
Wholesaler,267,73,0,534
Retailer,62,0,68,63
Distributor,365,0,0,575
Wholesaler,194,68,42,186
Retailer,63,0,12,112
Distributor,365,42,0,323
Wholesaler,126,12,0,214
Retailer,112,0,20,130
Distributor,323,0,0,323
Wholesaler,114,20,0,666
Retailer,130,0,106,68
Distributor,323,0,0,1203
Wholesaler,136,106,176,260
Retailer,68,0,46,71
Distributor,323,176,129,797
Wholesaler,30,46,130,80
Retailer,71,0,0,144
Distributor,147,130,213,17
Wholesaler,0,16,0,160
Retailer,144,0,0,147
Distributor,17,0,0,117
Wholesaler,160,0,0,290
Retailer,147,0,0,136
Distributor,117,0,0,217
Wholesaler,290,0,0,390
Retailer,136,0,20,108
Distributor,217,0,0,317
Wholesaler,290,20,0,580
Retailer,108,0,62,73
Distributor,317,0,0,359
Wholesaler,270,62,0,593
Retailer,73,0,77,58
Distributor,359,0,0,589
Wholesaler,208,77,46,191
Retailer,58,0,12,104
Distributor,359,46,0,313
Wholesaler,131,12,0,119
Retailer,104,0,0,164
Distributor,313,0,0,313
Wholesaler,119,0,0,165
Retailer,164,0,0,161
Distributor,313,0,0,313
Wholesaler,165,0,0,200
Retailer,161,0,7,127
Distributor,313,0,0,313
Wholesaler,165,7,0,333
Retailer,127,0,35,96
Distributor,313,0,0,373
Wholesaler,158,35,12,378
Retailer,96,0,51,76
Distributor,313,12,0,696
Wholesaler,123,51,79,587
Retailer,76,0,103,54
Distributor,301,79,0,1142
Wholesaler,72,103,184,280
Retailer,54,0,37,84
Distributor,222,184,246,703
Wholesaler,0,56,133,23
Retailer,84,0,0,145
Distributor,38,133,138,475
Wholesaler,23,0,0,207
Retailer,145,0,0,174
Distributor,100,0,0,100
Wholesaler,100,0,0,440
Retailer,100,0,68,66
Distributor,100,0,0,780
Wholesaler,100,68,136,372
Retailer,66,0,68,49
Distributor,100,136,200,840
Wholesaler,32,68,132,245
Retailer,49,0,13,102
Distributor,0,168,100,1330
Wholesaler,0,49,98,131
Retailer,102,0,16,109
Distributor,0,266,200,1235
Wholesaler,51,16,81,85
Retailer,109,0,10,124
Distributor,0,247,200,735
Wholesaler,35,10,0,255
Retailer,124,0,26,107
Distributor,0,147,200,235
Wholesaler,125,26,0,664
Retailer,107,0,93,62
Distributor,0,47,94,53
Wholesaler,199,93,0,606
Retailer,62,0,80,54
Distributor,53,0,0,188
Wholesaler,206,80,7,173
Retailer,54,0,0,124
Distributor,153,7,0,246
Wholesaler,173,0,0,183
Retailer,124,0,2,151
Distributor,246,0,0,346
Wholesaler,173,2,0,263
Retailer,151,0,17,117
Distributor,346,0,0,446
Wholesaler,178,17,0,296
Retailer,117,0,27,96
Distributor,446,0,0,546
Wholesaler,161,27,0,299
Retailer,96,0,33,90
Distributor,546,0,0,800
Wholesaler,134,33,32,346
Retailer,90,0,49,84
Distributor,640,32,0,1093
Wholesaler,101,49,97,277
Retailer,84,0,45,86
Distributor,608,97,0,1041
Wholesaler,52,45,106,134
Retailer,86,0,19,108
Distributor,511,106,0,415
Wholesaler,39,19,2,182
Retailer,108,0,13,120
Distributor,405,2,0,403
Wholesaler,117,13,0,225
Retailer,120,0,3,118
Distributor,403,0,0,403
Wholesaler,210,3,0,344
Retailer,118,0,27,102
Distributor,403,0,0,403
Wholesaler,209,27,0,437
Retailer,102,0,51,77
Distributor,403,0,0,503
Wholesaler,182,51,20,421
Retailer,77,0,58,73
Distributor,403,20,0,808
Wholesaler,131,58,85,303
